[0.000000] (-) TimerEvent: {}
[0.000259] (two_wheeled_robot) JobQueued: {'identifier': 'two_wheeled_robot', 'dependencies': OrderedDict()}
[0.225805] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/TrolleyBedPatient/thumbnails/4.png\n'}
[0.225894] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/TrolleyBedPatient/model.sdf\n'}
[0.225950] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/TrolleyBedPatient/model.config\n'}
[0.226003] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/TrolleyBedPatient/meshes\n'}
[0.226055] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/TrolleyBedPatient/meshes/TrolleyBed_Diffuse.png\n'}
[0.226113] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/TrolleyBedPatient/meshes/PatientF.png\n'}
[0.226194] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/TrolleyBedPatient/meshes/TrolleyBedPatient.mtl\n'}
[0.226249] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/TrolleyBedPatient/meshes/TrolleyBedPatient.obj\n'}
[0.226303] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/submarine_buoyant\n'}
[0.226357] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/submarine_buoyant/model.sdf.erb\n'}
[0.226433] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/submarine_buoyant/model.sdf\n'}
[0.226539] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/submarine_buoyant/model.config\n'}
[0.226609] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable\n'}
[0.226676] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/thumbnails\n'}
[0.226743] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/thumbnails/2.png\n'}
[0.226810] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/thumbnails/3.png\n'}
[0.226875] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/thumbnails/5.png\n'}
[0.226943] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/thumbnails/1.png\n'}
[0.227056] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/thumbnails/4.png\n'}
[0.227112] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/model.sdf\n'}
[0.227190] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/model.config\n'}
[0.227253] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/meshes\n'}
[0.227306] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/meshes/AdjTable_Diffuse.png\n'}
[0.227358] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/meshes/AdjTable_Col.mtl\n'}
[0.227411] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/meshes/AdjTable.mtl\n'}
[0.227465] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/meshes/AdjTable.obj\n'}
[0.227517] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/AdjTable/meshes/AdjTable_Col.obj\n'}
[0.227573] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/blue_target\n'}
[0.227627] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/blue_target/model.sdf\n'}
[0.227679] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/blue_target/model.config\n'}
[0.227732] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/blue_target/meshes\n'}
[0.227788] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/blue_target/meshes/blue_target.dae\n'}
[0.227851] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3\n'}
[0.227935] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/thumbnails\n'}
[0.228006] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/thumbnails/2.png\n'}
[0.228071] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/thumbnails/3.png\n'}
[0.228138] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/thumbnails/5.png\n'}
[0.228206] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/thumbnails/1.png\n'}
[0.228273] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/thumbnails/4.png\n'}
[0.228341] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/model.sdf\n'}
[0.228426] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/model.config\n'}
[0.228540] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes\n'}
[0.228605] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Blue.png\n'}
[0.228667] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Duster.png\n'}
[0.228751] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Glove.png\n'}
[0.228821] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Spray.png\n'}
[0.228886] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Parcel.png\n'}
[0.228952] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Red.png\n'}
[0.229017] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Plastic.png\n'}
[0.229081] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Sign.png\n'}
[0.229146] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/MopCart3.mtl\n'}
[0.229210] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Mop.png\n'}
[0.229276] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Cloth.png\n'}
[0.229341] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/MopCart3.obj\n'}
[0.229406] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/MopCart3/meshes/Cart.png\n'}
[0.229472] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01\n'}
[0.229619] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/model.sdf\n'}
[0.229677] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/model.config\n'}
[0.229743] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/materials\n'}
[0.229879] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/materials/textures\n'}
[0.229938] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/materials/textures/aws_BedA_01.png\n'}
[0.229998] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/materials/textures/aws_Bed_01.png\n'}
[0.230051] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/materials/textures/aws_BedC_01.png\n'}
[0.230109] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/materials/textures/aws_BedB_01.png\n'}
[0.230199] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/meshes\n'}
[0.230267] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/meshes/aws_Bed_01_visual.DAE\n'}
[0.230333] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_residential_Bed_01/meshes/aws_Bed_01_collision.DAE\n'}
[0.230396] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light\n'}
[0.230461] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/model.sdf\n'}
[0.230526] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/model.config\n'}
[0.230594] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/materials\n'}
[0.230659] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/materials/scripts\n'}
[0.230725] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/materials/scripts/stop_light.material\n'}
[0.230791] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/materials/textures\n'}
[0.230856] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/materials/textures/greyscale_light.png\n'}
[0.230922] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/materials/textures/stop_light.png\n'}
[0.230988] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/meshes\n'}
[0.231054] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/meshes/stop_light.obj\n'}
[0.231121] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/stop_light/meshes/stop_light.mtl\n'}
[0.231187] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/parking_garage\n'}
[0.231253] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/parking_garage/model.sdf\n'}
[0.231319] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/parking_garage/model.config\n'}
[0.231385] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/parking_garage/materials\n'}
[0.231497] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/parking_garage/materials/textures\n'}
[0.231557] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/parking_garage/materials/textures/parking_garage_diffuse.jpg\n'}
[0.231618] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/parking_garage/materials/textures/parking_garage_spec.jpg\n'}
[0.231704] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/parking_garage/meshes\n'}
[0.231766] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/parking_garage/meshes/parking_garage.dae\n'}
[0.231822] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2\n'}
[0.231915] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/model.sdf\n'}
[0.231972] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/model.config\n'}
[0.232025] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/materials\n'}
[0.232087] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/materials/textures\n'}
[0.232176] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/materials/textures/afro_diffuse.png\n'}
[0.232231] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/materials/textures/male_casualsuit05_normal.png\n'}
[0.232285] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/materials/textures/male_casualsuit05_diffuse.png\n'}
[0.232352] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/materials/textures/brown_eye.png\n'}
[0.232418] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/materials/textures/eyebrow012.png\n'}
[0.232505] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/materials/textures/young_darkskinned_male_diffuse.png\n'}
[0.232564] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/meshes\n'}
[0.232617] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/casual_male2/meshes/casual_male2.dae\n'}
[0.232667] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/sun\n'}
[0.232725] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/sun/model-1_3.sdf\n'}
[0.232805] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/sun/model.sdf\n'}
[0.232865] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/sun/model-1_4.sdf\n'}
[0.232920] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/sun/model.config\n'}
[0.232972] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/sun/model-1_2.sdf\n'}
